t_unix_s,pressure_kpa
1769112896.795040,100.250
1769112896.824039,100.260
1769112896.852337,100.260
1769112896.881338,100.250
1769112896.910358,100.260
1769112896.937628,100.260
1769112896.967350,100.260
1769112896.996364,100.260
1769112897.024943,100.250
1769112897.053510,100.260
1769112897.081978,100.260
1769112897.109981,100.260
1769112897.134962,100.240
1769112897.164530,100.240
1769112897.192529,100.250
1769112897.221529,100.260
1769112897.249547,100.250
1769112897.279066,100.240
1769112897.307065,100.250
1769112897.336080,100.240
1769112897.364613,100.260
1769112897.392627,100.250
1769112897.421613,100.250
1769112897.450616,100.240
1769112897.474733,100.240
1769112897.503733,100.250
1769112897.532719,100.250
1769112897.561835,100.250
1769112897.589833,100.250
1769112897.618815,100.250
1769112897.646838,100.260
1769112897.675924,100.260
1769112897.704922,100.250
1769112897.732928,100.260
1769112897.762141,100.250
1769112897.790143,100.250
1769112897.815143,100.240
1769112897.844176,100.250
1769112897.872336,100.240
1769112897.901434,100.240
1769112897.930456,100.260
1769112897.958559,100.260
1769112897.987541,100.250
1769112898.015560,100.250
1769112898.044590,100.250
1769112898.072667,100.250
1769112898.101665,100.260
1769112898.130685,100.250
1769112898.154887,100.260
1769112898.183872,100.250
1769112898.212890,100.250
1769112898.240895,100.250
1769112898.269955,100.260
1769112898.298957,100.260
1769112898.326956,100.240
1769112898.356117,100.250
1769112898.384784,100.270
1769112898.412801,100.250
1769112898.441828,100.250
1769112898.466359,100.250
1769112898.495352,100.270
1769112898.524374,100.260
1769112898.552382,100.260
1769112898.581922,100.260
1769112898.609902,100.260
1769112898.638663,100.270
1769112898.667505,100.260
1769112898.695755,100.260
1769112898.724879,100.260
1769112898.753417,100.260
1769112898.782102,100.250
1769112898.806114,100.250
1769112898.835097,100.250
1769112898.863679,100.260
1769112898.892683,100.250
1769112898.921671,100.260
1769112898.949962,100.250
1769112898.978497,100.260
1769112899.007492,100.250
1769112899.035492,100.250
1769112899.064085,100.250
1769112899.093099,100.240
1769112899.122084,100.250
1769112899.146128,100.250
1769112899.175368,100.260
1769112899.203371,100.250
1769112899.233355,100.250
1769112899.261513,100.250
1769112899.290515,100.240
1769112899.318495,100.250
1769112899.347541,100.250
1769112899.375932,100.250
1769112899.404320,100.260
1769112899.433582,100.250
1769112899.462176,100.250
1769112899.486156,100.250
1769112899.515195,100.270
1769112899.543425,100.260
1769112899.572949,100.250
1769112899.600934,100.250
1769112899.629949,100.250
1769112899.659099,100.250
1769112899.687130,100.250
1769112899.716139,100.250
1769112899.744162,100.250
1769112899.773299,100.250
1769112899.801281,100.250
1769112899.826297,100.260
1769112899.855330,100.250
1769112899.884748,100.250
1769112899.912764,100.260
1769112899.940794,100.260
1769112899.970322,100.250
1769112899.998324,100.250
1769112900.027325,100.250
1769112900.055363,100.240
1769112900.084185,100.250
1769112900.113187,100.250
1769112900.142213,100.250
1769112900.166755,100.250
1769112900.194773,100.250
1769112900.223768,100.250
1769112900.252796,100.250
1769112900.280915,100.240
1769112900.309916,100.260
1769112900.338897,100.260
1769112900.367089,100.260
1769112900.396114,100.260
1769112900.424107,100.260
1769112900.453141,100.250
1769112900.481698,100.240
1769112900.506700,100.250
1769112900.534682,100.250
1769112900.564292,100.250
1769112900.592289,100.240
1769112900.621287,100.240
1769112900.650306,100.250
1769112900.678434,100.260
1769112900.707438,100.240
1769112900.735435,100.250
1769112900.765043,100.250
1769112900.793030,100.250
1769112900.821770,100.250
1769112900.846196,100.260
1769112900.874795,100.250
1769112900.903336,100.260
1769112900.932535,100.260
1769112900.961828,100.250
1769112900.990270,100.260
1769112901.018257,100.250
1769112901.047299,100.260
1769112901.075849,100.250
1769112901.104343,100.260
1769112901.133332,100.260
1769112901.157924,100.260
1769112901.186343,100.250
1769112901.215339,100.260
1769112901.244353,100.260
1769112901.272909,100.240
1769112901.300912,100.250
1769112901.329926,100.260
1769112901.358287,100.250
1769112901.387289,100.260
1769112901.416282,100.250
1769112901.444319,100.260
1769112901.473523,100.260
1769112901.497524,100.260
1769112901.526506,100.270
1769112901.555552,100.260
1769112901.583702,100.260
1769112901.613097,100.260
1769112901.641435,100.260
1769112901.669573,100.250
1769112901.698572,100.260
1769112901.726973,100.250
1769112901.755977,100.260
1769112901.784522,100.250
1769112901.813538,100.260
1769112901.837449,100.260
1769112901.866900,100.250
1769112901.894898,100.260
1769112901.924285,100.260
1769112901.952489,100.250
1769112901.981631,100.260
1769112902.009635,100.240
1769112902.038654,100.250
1769112902.067214,100.260
1769112902.096212,100.250
1769112902.124218,100.260
1769112902.153266,100.260
1769112902.177830,100.260
1769112902.206830,100.250
1769112902.234812,100.260
1769112902.263450,100.250
1769112902.292464,100.250
1769112902.321463,100.250
1769112902.350019,100.250
1769112902.378593,100.260
1769112902.407591,100.250
1769112902.435574,100.240
1769112902.464166,100.250
1769112902.493150,100.260
1769112902.518147,100.260
1769112902.546195,100.260
1769112902.575661,100.250
1769112902.603677,100.260
1769112902.632675,100.250
1769112902.661268,100.250
1769112902.690271,100.260
1769112902.718251,100.260
1769112902.747299,100.250
1769112902.775877,100.260
1769112902.804881,100.260
1769112902.832879,100.250
1769112902.856912,100.270
1769112902.886456,100.260
1769112902.915452,100.260
1769112902.943642,100.250
1769112902.972873,100.250
1769112903.001650,100.250
1769112903.030221,100.250
1769112903.058546,100.260
1769112903.087641,100.260
1769112903.115748,100.250
1769112903.144271,100.240
1769112903.172827,100.240
1769112903.197827,100.250
1769112903.226808,100.260
1769112903.254868,100.250
1769112903.284431,100.240
1769112903.312428,100.250
1769112903.341450,100.260
1769112903.369990,100.240
1769112903.398988,100.260
1769112903.426989,100.250
1769112903.455995,100.250
1769112903.484295,100.260
1769112903.513309,100.250
1769112903.538291,100.250
1769112903.566840,100.250
1769112903.594859,100.250
1769112903.623839,100.250
1769112903.652895,100.250
1769112903.681449,100.260
1769112903.709448,100.250
1769112903.738454,100.250
1769112903.767030,100.250
1769112903.796047,100.250
1769112903.824046,100.250
1769112903.853056,100.250
1769112903.877652,100.250
1769112903.906633,100.250
1769112903.935634,100.250
1769112903.964253,100.250
1769112903.992252,100.240
1769112904.021253,100.250
1769112904.050267,100.240
1769112904.078854,100.260
1769112904.106858,100.240
1769112904.135855,100.250
1769112904.164372,100.250
1769112904.193373,100.240
1769112904.218354,100.250
1769112904.246405,100.250
1769112904.274949,100.250
1769112904.303969,100.240
1769112904.332969,100.240
1769112904.361573,100.250
1769112904.389574,100.250
1769112904.418558,100.240
1769112904.447608,100.240
1769112904.476163,100.240
1769112904.504164,100.260
1769112904.529769,100.250
1769112904.557806,100.250
1769112904.586331,100.250
1769112904.615353,100.260
1769112904.644350,100.260
1769112904.672669,100.250
1769112904.701665,100.250
1769112904.729680,100.250
1769112904.758718,100.240
1769112904.787292,100.260
1769112904.816323,100.250
1769112904.844327,100.250
1769112904.868884,100.250
1769112904.897906,100.250
1769112904.926895,100.260
1769112904.955513,100.250
1769112904.984057,100.250
1769112905.013074,100.260
1769112905.041069,100.260
1769112905.070352,100.250
1769112905.098356,100.260
1769112905.127352,100.240
1769112905.156206,100.270
1769112905.184390,100.260
1769112905.209437,100.260
1769112905.237521,100.250
1769112905.267092,100.250
1769112905.295774,100.250
1769112905.323757,100.250
1769112905.352808,100.250
1769112905.381384,100.250
1769112905.410382,100.260
1769112905.438382,100.250
1769112905.466949,100.260
1769112905.495944,100.250
1769112905.524947,100.260
1769112905.548978,100.250
1769112905.578171,100.250
1769112905.606170,100.250
1769112905.635153,100.250
1769112905.663739,100.250
1769112905.692760,100.250
1769112905.721739,100.260
1769112905.749791,100.260
1769112905.778357,100.250
1769112905.807360,100.240
1769112905.836336,100.250
1769112905.864953,100.250
1769112905.888940,100.250
1769112905.917943,100.260
1769112905.946960,100.250
1769112905.975554,100.260
1769112906.003557,100.260
1769112906.032552,100.250
1769112906.060589,100.260
1769112906.089531,100.250
1769112906.118516,100.250
1769112906.147534,100.250
1769112906.176102,100.250
1769112906.204086,100.250
1769112906.229103,100.250
1769112906.258131,100.250
1769112906.286691,100.250
1769112906.315690,100.250
1769112906.343697,100.250
1769112906.372819,100.260
1769112906.400802,100.250
1769112906.429822,100.260
1769112906.458849,100.260
1769112906.486986,100.260
1769112906.515981,100.260
1769112906.543984,100.250
1769112906.569087,100.250
1769112906.598208,100.250
1769112906.626220,100.270
1769112906.655251,100.240
1769112906.683825,100.240
1769112906.712826,100.250
1769112906.740826,100.240
1769112906.770322,100.240
1769112906.798788,100.260
1769112906.826803,100.250
1769112906.855839,100.250
1769112906.884385,100.250
1769112906.909397,100.250
1769112906.937639,100.250
1769112906.966919,100.250
1769112906.995920,100.250
1769112907.023938,100.250
1769112907.052950,100.250
1769112907.081269,100.250
1769112907.110276,100.250
1769112907.138250,100.250
1769112907.167603,100.250
1769112907.195611,100.250
1769112907.224610,100.260
1769112907.249626,100.250
1769112907.277969,100.260
1769112907.306947,100.260
1769112907.335284,100.250
1769112907.364676,100.260
1769112907.392731,100.260
1769112907.421241,100.250
1769112907.450431,100.250
1769112907.479001,100.260
1769112907.507002,100.240
1769112907.536001,100.250
1769112907.564030,100.250
1769112907.589261,100.260
1769112907.617760,100.240
1769112907.646774,100.250
1769112907.675395,100.250
1769112907.704406,100.260
1769112907.732478,100.260
1769112907.761544,100.250
1769112907.790064,100.260
1769112907.819048,100.260
1769112907.847064,100.250
1769112907.875629,100.250
1769112907.900698,100.250
1769112907.929698,100.250
1769112907.957731,100.260
1769112907.986943,100.240
1769112908.015028,100.250
1769112908.044012,100.250
1769112908.073116,100.250
1769112908.101173,100.250
1769112908.129706,100.250
1769112908.158685,100.250
1769112908.187676,100.260
1769112908.215675,100.250
1769112908.240674,100.250
1769112908.269222,100.260
1769112908.298235,100.250
1769112908.326238,100.250
1769112908.355325,100.240
1769112908.384581,100.250
1769112908.412593,100.250
1769112908.441597,100.240
1769112908.469984,100.250
1769112908.498984,100.250
1769112908.527004,100.250
1769112908.556013,100.260
1769112908.580144,100.250
1769112908.609153,100.240
1769112908.638154,100.260
1769112908.667159,100.250
1769112908.695545,100.250
1769112908.723548,100.250
1769112908.752558,100.260
1769112908.781493,100.250
1769112908.809546,100.260
1769112908.838544,100.250
1769112908.867673,100.260
1769112908.896070,100.250
1769112908.920063,100.250
1769112908.949613,100.260
1769112908.977716,100.250
1769112909.006716,100.250
1769112909.035702,100.240
1769112909.064623,100.240
1769112909.092881,100.250
1769112909.120862,100.250
1769112909.150042,100.240
1769112909.178613,100.250
1769112909.207597,100.240
1769112909.235594,100.260
1769112909.260598,100.260
1769112909.289131,100.260
1769112909.318118,100.250
1769112909.347136,100.250
1769112909.375684,100.260
1769112909.403996,100.260
1769112909.433018,100.250
1769112909.461003,100.250
1769112909.490270,100.260
1769112909.518657,100.260
1769112909.547344,100.250
1769112909.575588,100.250
1769112909.600580,100.260
1769112909.629084,100.250
1769112909.658114,100.260
1769112909.686672,100.260
1769112909.715687,100.260
1769112909.743688,100.250
1769112909.772815,100.260
1769112909.801801,100.260
1769112909.829878,100.250
1769112909.858905,100.250
1769112909.886982,100.260
1769112909.915978,100.250
1769112909.940984,100.250
1769112909.969067,100.260
1769112909.998082,100.250
1769112910.027068,100.250
1769112910.055087,100.250
1769112910.084178,100.250
1769112910.113198,100.240
1769112910.141282,100.250
1769112910.170347,100.250
1769112910.198367,100.260
1769112910.227366,100.260
1769112910.256381,100.260
1769112910.280917,100.260
1769112910.308912,100.260
1769112910.337933,100.260
1769112910.366920,100.250
1769112910.395453,100.250
1769112910.424453,100.240
1769112910.452510,100.260
1769112910.480858,100.260
1769112910.509840,100.250
1769112910.538854,100.250
1769112910.567846,100.260
1769112910.595968,100.250
1769112910.620463,100.250
1769112910.649476,100.270
1769112910.678013,100.250
1769112910.706995,100.260
1769112910.736002,100.260
1769112910.764003,100.250
1769112910.792327,100.250
1769112910.821332,100.260
1769112910.850314,100.250
1769112910.878624,100.250
1769112910.907605,100.250
1769112910.936177,100.250
1769112910.961184,100.270
1769112910.989413,100.260
1769112911.018398,100.260
1769112911.046589,100.260
1769112911.075128,100.260
1769112911.104109,100.260
1769112911.133126,100.260
1769112911.161136,100.240
1769112911.190300,100.250
1769112911.218281,100.240
1769112911.247297,100.240
1769112911.275698,100.240
1769112911.300696,100.250
1769112911.329680,100.240
1769112911.357703,100.250
1769112911.386224,100.240
1769112911.415237,100.250
1769112911.444239,100.250
1769112911.472441,100.250
1769112911.501422,100.260
1769112911.530507,100.260
1769112911.558532,100.260
1769112911.587005,100.250
1769112911.616021,100.250
1769112911.640006,100.260
1769112911.669363,100.260
1769112911.697732,100.260
1769112911.726747,100.250
1769112911.755533,100.250
1769112911.783786,100.240
1769112911.812786,100.270
1769112911.841786,100.250
1769112911.869365,100.260
1769112911.898623,100.260
1769112911.927617,100.240
1769112911.956609,100.250
1769112911.981150,100.260
1769112912.009176,100.250
1769112912.038276,100.240
1769112912.066891,100.260
1769112912.095517,100.250
1769112912.124499,100.250
1769112912.152500,100.250
1769112912.181035,100.260
1769112912.210033,100.250
1769112912.239043,100.260
1769112912.267063,100.260
1769112912.295807,100.260
1769112912.320774,100.260
1769112912.349778,100.250
1769112912.378295,100.240
1769112912.406299,100.260
1769112912.435302,100.260
1769112912.464308,100.260
1769112912.492366,100.260
1769112912.521361,100.250
1769112912.550361,100.250
1769112912.578631,100.250
1769112912.607630,100.250
1769112912.631631,100.260
1769112912.660639,100.250
1769112912.689756,100.250
1769112912.718760,100.250
1769112912.746772,100.260
1769112912.775861,100.250
1769112912.803859,100.250
1769112912.832876,100.250
1769112912.861892,100.250
1769112912.890049,100.260
1769112912.918877,100.260
1769112912.947704,100.260
1769112912.972256,100.250
1769112913.000256,100.250
1769112913.029265,100.260
1769112913.058285,100.250
1769112913.086802,100.260
1769112913.115804,100.250
1769112913.143826,100.260
1769112913.172875,100.250
1769112913.200892,100.260
1769112913.229890,100.260
1769112913.258919,100.250
1769112913.287439,100.260
1769112913.311457,100.260
1769112913.340554,100.260
1769112913.369587,100.250
1769112913.398137,100.250
1769112913.427140,100.260
1769112913.455126,100.260
1769112913.484172,100.260
1769112913.513168,100.250
1769112913.541186,100.250
1769112913.570197,100.250
1769112913.598261,100.260
1769112913.627262,100.260
1769112913.652250,100.250
1769112913.680875,100.260
1769112913.709183,100.270
1769112913.738188,100.260
1769112913.767226,100.250
1769112913.795772,100.250
1769112913.824330,100.250
1769112913.852245,100.250
1769112913.881628,100.250
1769112913.910146,100.260
1769112913.938201,100.260
1769112913.967787,100.250
1769112913.992342,100.250
1769112914.020324,100.250
1769112914.049344,100.250
1769112914.077950,100.260
1769112914.106925,100.250
1769112914.134940,100.260
1769112914.163952,100.250
1769112914.192486,100.250
1769112914.221485,100.250
1769112914.250480,100.260
1769112914.278965,100.250
1769112914.306965,100.250
1769112914.331968,100.260
1769112914.360995,100.260
1769112914.389545,100.250
1769112914.418527,100.240
1769112914.446543,100.250
1769112914.475715,100.250
1769112914.503695,100.250
1769112914.532923,100.260
1769112914.560957,100.250
1769112914.589499,100.250
1769112914.618484,100.260
1769112914.647499,100.250
1769112914.671484,100.250
1769112914.700753,100.250
1769112914.729734,100.260
1769112914.757781,100.270
1769112914.786991,100.260
1769112914.816007,100.250
1769112914.843985,100.250
1769112914.873057,100.260
1769112914.902040,100.260
1769112914.930061,100.260
1769112914.958658,100.250
1769112914.987169,100.260
1769112915.012187,100.260
1769112915.040169,100.250
1769112915.069611,100.250
1769112915.099072,100.260
1769112915.127087,100.250
1769112915.155070,100.250
1769112915.184657,100.250
1769112915.212654,100.260
1769112915.241654,100.260
1769112915.269668,100.260
1769112915.298776,100.260
1769112915.327036,100.250
1769112915.352022,100.260
1769112915.380587,100.260
1769112915.409586,100.250
1769112915.437572,100.250
1769112915.466614,100.250
1769112915.495687,100.270
1769112915.523687,100.250
1769112915.552671,100.270
1769112915.581070,100.260
1769112915.610072,100.260
1769112915.639080,100.240
1769112915.667076,100.250
1769112915.692190,100.240
1769112915.720173,100.250
1769112915.749194,100.240
1769112915.778324,100.240
1769112915.806327,100.240
1769112915.835331,100.240
1769112915.864355,100.240
1769112915.892547,100.240
1769112915.921529,100.260
1769112915.949549,100.250
1769112915.979048,100.260
1769112916.007739,100.260
1769112916.032084,100.250
1769112916.061072,100.250
1769112916.088871,100.260
1769112916.118109,100.250
1769112916.147115,100.260
1769112916.175634,100.250
1769112916.203637,100.250
1769112916.232651,100.260
1769112916.261673,100.260
1769112916.290228,100.250
1769112916.318246,100.260
1769112916.347241,100.260
1769112916.372272,100.260
1769112916.400391,100.260
1769112916.429373,100.250
1769112916.458396,100.260
1769112916.486996,100.260
1769112916.516008,100.260
1769112916.544009,100.260
1769112916.573056,100.260
1769112916.601628,100.250
1769112916.629621,100.240
1769112916.658625,100.240
1769112916.686816,100.240
1769112916.711833,100.250
1769112916.740833,100.250
1769112916.769847,100.240
1769112916.797985,100.250
1769112916.826986,100.250
1769112916.855967,100.240
1769112916.884149,100.240
1769112916.913149,100.240
1769112916.941494,100.240
1769112916.970529,100.230
1769112916.999044,100.250
1769112917.023059,100.260
1769112917.052057,100.250
1769112917.081256,100.260
1769112917.109271,100.260
1769112917.138258,100.250
1769112917.167301,100.260
1769112917.195409,100.250
1769112917.224411,100.250
1769112917.252392,100.260
1769112917.281632,100.260
1769112917.309634,100.250
1769112917.338614,100.250
1769112917.363667,100.240
1769112917.391874,100.250
1769112917.420870,100.240
1769112917.449887,100.240
1769112917.478140,100.240
1769112917.507140,100.230
1769112917.536126,100.240
1769112917.564155,100.250
1769112917.592322,100.250
1769112917.621303,100.250
1769112917.650323,100.240
1769112917.678628,100.250
1769112917.703617,100.250
1769112917.732614,100.250
1769112917.760637,100.250
1769112917.789892,100.260
1769112917.817889,100.260
1769112917.846891,100.250
1769112917.874883,100.250
1769112917.904206,100.250
1769112917.932229,100.240
1769112917.961226,100.250
1769112917.989800,100.260
1769112918.018801,100.260
1769112918.043802,100.260
1769112918.072316,100.250
1769112918.100582,100.250
1769112918.129692,100.250
1769112918.157972,100.250
1769112918.187146,100.250
1769112918.215876,100.250
1769112918.244127,100.260
1769112918.273139,100.250
1769112918.301652,100.250
1769112918.329632,100.250
1769112918.358638,100.250
1769112918.383246,100.250
1769112918.412063,100.240
1769112918.440567,100.250
1769112918.469581,100.260
1769112918.498166,100.250
1769112918.527168,100.260
1769112918.555146,100.260
1769112918.583776,100.250
1769112918.612957,100.250
1769112918.641189,100.250
1769112918.670183,100.240
1769112918.698323,100.250
1769112918.723323,100.250
1769112918.752596,100.260
1769112918.780473,100.250
1769112918.809472,100.250
1769112918.838537,100.260
1769112918.867229,100.250
1769112918.895748,100.250
1769112918.923773,100.250
1769112918.953012,100.250
1769112918.981616,100.250
1769112919.009615,100.250
1769112919.038602,100.240
1769112919.063652,100.240
1769112919.091781,100.260
1769112919.120789,100.250
1769112919.149805,100.260
1769112919.177833,100.250
1769112919.207025,100.250
1769112919.236011,100.250
1769112919.264035,100.250
1769112919.292599,100.260
1769112919.321582,100.250
1769112919.350594,100.250
1769112919.379176,100.250
1769112919.404159,100.250
1769112919.432162,100.250
1769112919.461157,100.250
1769112919.489473,100.250
1769112919.518500,100.250
1769112919.547120,100.260
1769112919.575170,100.260
1769112919.604223,100.260
1769112919.633282,100.260
1769112919.661296,100.260
1769112919.689865,100.260
1769112919.718883,100.260
1769112919.742884,100.250
1769112919.771878,100.250
1769112919.800443,100.250
1769112919.829437,100.250
1769112919.858418,100.240
1769112919.887591,100.240
1769112919.915097,100.250
1769112919.944121,100.270
1769112919.973136,100.240
1769112920.001700,100.260
1769112920.029704,100.250
1769112920.058774,100.250
1769112920.082939,100.260
1769112920.111958,100.260
1769112920.140940,100.260
1769112920.168967,100.250
1769112920.198499,100.260
1769112920.226498,100.250
1769112920.255680,100.250
1769112920.284256,100.260
1769112920.312705,100.260
1769112920.341412,100.250
1769112920.369680,100.240
1769112920.398221,100.240
1769112920.422844,100.250
1769112920.452875,100.240
1769112920.480585,100.240
1769112920.509584,100.240
1769112920.538569,100.250
1769112920.566620,100.250
1769112920.595102,100.240
1769112920.623764,100.240
1769112920.652781,100.250
1769112920.681011,100.240
1769112920.709795,100.250
1769112920.734823,100.260
1769112920.763819,100.250
1769112920.792073,100.250
1769112920.821061,100.250
1769112920.850081,100.260
1769112920.878082,100.250
1769112920.906601,100.260
1769112920.935891,100.240
1769112920.963893,100.270
1769112920.992464,100.250
1769112921.021450,100.250
1769112921.050463,100.250
1769112921.074876,100.260
1769112921.103730,100.270
1769112921.132749,100.250
1769112921.160748,100.250
1769112921.189325,100.240
1769112921.218348,100.250
1769112921.247346,100.260
1769112921.275369,100.260
1769112921.304530,100.250
1769112921.332545,100.260
1769112921.361547,100.260
1769112921.390538,100.260
1769112921.414536,100.260
1769112921.443535,100.250
1769112921.471550,100.260
1769112921.500822,100.260
1769112921.529822,100.260
1769112921.557818,100.250
1769112921.587094,100.250
1769112921.615635,100.250
1769112921.643611,100.260
1769112921.672645,100.250
1769112921.701160,100.250
1769112921.730232,100.260
1769112921.754234,100.260
1769112921.783414,100.260
1769112921.812432,100.250
1769112921.840429,100.250
1769112921.869462,100.250
1769112921.898712,100.260
1769112921.927026,100.260
1769112921.956013,100.250
1769112921.984628,100.260
1769112922.012957,100.260
1769112922.041158,100.250
1769112922.070156,100.260
1769112922.094734,100.250
1769112922.123736,100.260
1769112922.151876,100.250
1769112922.180890,100.250
1769112922.209428,100.250
1769112922.238412,100.250
1769112922.266430,100.250
1769112922.294980,100.250
1769112922.323999,100.260
1769112922.352980,100.260
1769112922.381029,100.260
1769112922.410125,100.250
1769112922.435130,100.260
1769112922.463125,100.250
1769112922.491655,100.240
1769112922.521291,100.250
1769112922.549289,100.250
1769112922.578322,100.250
1769112922.606619,100.250
1769112922.635648,100.250
1769112922.663816,100.250
1769112922.692410,100.260
1769112922.721399,100.250
1769112922.750410,100.260
1769112922.774442,100.250
1769112922.803766,100.260
1769112922.831774,100.250
1769112922.860811,100.260
1769112922.889106,100.250
1769112922.918159,100.250
1769112922.946580,100.260
1769112922.975595,100.260
1769112923.004163,100.250
1769112923.033159,100.250
1769112923.061176,100.260
1769112923.090476,100.250
1769112923.114478,100.250
1769112923.143473,100.250
1769112923.172484,100.250
1769112923.200748,100.260
1769112923.229751,100.250
1769112923.257746,100.260
1769112923.286342,100.250
1769112923.315339,100.250
1769112923.344344,100.250
1769112923.373333,100.250
1769112923.400896,100.250
1769112923.429908,100.260
1769112923.454892,100.260
1769112923.482935,100.250
1769112923.512503,100.250
1769112923.540464,100.260
1769112923.569503,100.250
1769112923.598067,100.260
1769112923.627067,100.250
1769112923.655054,100.260
1769112923.684112,100.250
1769112923.712450,100.260
1769112923.741435,100.260
1769112923.770469,100.260
1769112923.795006,100.260
1769112923.823004,100.250
1769112923.852021,100.240
1769112923.881053,100.250
1769112923.909155,100.260
1769112923.938139,100.260
1769112923.967155,100.260
1769112923.995395,100.250
1769112924.024397,100.260
1769112924.053410,100.250
1769112924.081563,100.260
1769112924.110296,100.250
1769112924.135298,100.250
1769112924.163597,100.260
1769112924.192183,100.250
1769112924.221165,100.250
1769112924.249185,100.250
1769112924.278201,100.260
1769112924.306709,100.240
1769112924.335728,100.250
1769112924.363729,100.260
1769112924.392927,100.260
1769112924.420914,100.250
1769112924.449929,100.260
1769112924.474963,100.250
1769112924.503462,100.250
1769112924.532672,100.250
1769112924.560673,100.250
1769112924.589248,100.250
1769112924.618264,100.260
1769112924.647247,100.260
1769112924.675820,100.260
1769112924.704730,100.260
1769112924.732513,100.260
1769112924.761621,100.250
1769112924.790204,100.250
1769112924.814721,100.250
1769112924.843723,100.250
1769112924.871737,100.260
1769112924.901805,100.260
1769112924.929808,100.250
1769112924.957982,100.260
1769112924.987141,100.260
1769112925.015158,100.260
1769112925.044162,100.260
1769112925.073144,100.250
1769112925.100976,100.250
1769112925.125977,100.260
1769112925.154961,100.250
1769112925.183988,100.250
1769112925.212534,100.250
1769112925.240531,100.260
1769112925.269533,100.260
1769112925.298700,100.250
1769112925.326699,100.260
1769112925.355691,100.250
1769112925.384692,100.250
1769112925.412866,100.260
1769112925.441865,100.260
1769112925.466870,100.260
1769112925.495077,100.260
1769112925.523231,100.250
1769112925.552252,100.260
1769112925.581241,100.260
1769112925.609776,100.260
1769112925.637762,100.260
1769112925.666780,100.260
1769112925.695937,100.260
1769112925.723937,100.260
1769112925.752940,100.260
1769112925.781947,100.250
1769112925.806107,100.250
1769112925.835127,100.260
1769112925.863122,100.250
1769112925.892171,100.260
1769112925.921175,100.260
1769112925.950191,100.250
1769112925.978248,100.250
1769112926.006389,100.260
1769112926.035386,100.260
1769112926.064414,100.240
1769112926.092942,100.250
1769112926.121924,100.250
1769112926.145942,100.260
1769112926.174927,100.260
1769112926.203475,100.260
1769112926.232469,100.250
1769112926.260475,100.260
1769112926.289896,100.250
1769112926.317915,100.260
1769112926.346918,100.260
1769112926.375926,100.250
1769112926.404451,100.250
1769112926.432462,100.250
1769112926.461496,100.260
1769112926.486502,100.250
1769112926.514856,100.260
1769112926.543855,100.260
1769112926.571846,100.250
1769112926.601391,100.260
1769112926.629389,100.250
1769112926.658390,100.250
1769112926.687384,100.260
1769112926.715911,100.260
1769112926.743969,100.260
1769112926.772962,100.250
1769112926.801498,100.260
1769112926.826495,100.260
1769112926.855072,100.250
1769112926.882941,100.270
1769112926.912483,100.250
1769112926.940695,100.260
1769112926.969707,100.260
1769112926.997948,100.260
1769112927.026438,100.250
1769112927.055440,100.260
1769112927.084542,100.250
1769112927.113112,100.250
1769112927.141125,100.270
1769112927.166124,100.260
1769112927.194657,100.260
1769112927.223634,100.260
1769112927.252651,100.250
1769112927.280660,100.260
1769112927.309720,100.260
1769112927.338712,100.250
1769112927.366723,100.250
1769112927.395925,100.260
1769112927.423904,100.260
1769112927.452925,100.260
1769112927.480929,100.250
1769112927.505956,100.260
1769112927.534960,100.260
1769112927.563960,100.250
1769112927.592077,100.270
1769112927.621060,100.260
1769112927.649076,100.260
1769112927.678085,100.250
1769112927.707166,100.250
1769112927.735188,100.260
1769112927.764186,100.260
1769112927.793298,100.260
1769112927.821285,100.250
1769112927.846284,100.260
1769112927.875283,100.260
1769112927.903802,100.240
1769112927.932819,100.260
1769112927.960817,100.260
1769112927.989343,100.260
1769112928.018359,100.250
1769112928.047359,100.260
1769112928.075485,100.260
1769112928.103826,100.250
1769112928.132826,100.260
1769112928.161824,100.260
1769112928.185854,100.260
1769112928.215385,100.250
1769112928.243388,100.260
1769112928.272374,100.250
1769112928.300926,100.240
1769112928.329927,100.250
1769112928.357926,100.250
1769112928.386934,100.260
1769112928.415979,100.250
1769112928.443997,100.250
1769112928.472979,100.240
1769112928.501131,100.250
1769112928.526130,100.260
1769112928.555117,100.250
1769112928.583138,100.260
1769112928.612242,100.260
1769112928.641227,100.260
1769112928.669243,100.250
1769112928.698729,100.250
1769112928.726733,100.260
1769112928.755716,100.250
1769112928.783736,100.260
1769112928.813239,100.250
1769112928.841258,100.250
1769112928.866256,100.260
1769112928.894583,100.260
1769112928.923591,100.250
1769112928.952806,100.260
1769112928.980824,100.240
1769112929.009306,100.250
1769112929.038637,100.250
1769112929.067122,100.250
1769112929.095645,100.260
1769112929.124358,100.250
1769112929.152570,100.250
1769112929.177624,100.250
1769112929.205809,100.250
1769112929.234824,100.250
1769112929.263808,100.250
1769112929.291923,100.260
1769112929.320908,100.260
1769112929.349925,100.260
1769112929.377951,100.260
1769112929.407238,100.260
1769112929.435456,100.250
1769112929.464453,100.260
1769112929.493005,100.260
1769112929.518014,100.260
1769112929.546151,100.260
1769112929.575151,100.260
1769112929.603267,100.260
1769112929.632259,100.260
1769112929.661259,100.250
1769112929.689272,100.260
1769112929.718350,100.260
1769112929.747346,100.260
1769112929.775333,100.260
