t_unix_s,pressure_kpa
1769725436.093717,99.580
1769725436.121923,99.580
1769725436.146766,99.570
1769725436.174762,99.570
1769725436.204302,99.580
1769725436.234154,99.580
1769725436.261971,99.590
1769725436.289577,99.570
1769725436.318481,99.590
1769725436.347138,99.580
1769725436.376002,99.590
1769725436.404596,99.590
1769725436.433687,99.580
1769725436.457926,99.590
1769725436.486811,99.590
1769725436.514848,99.580
1769725436.544111,99.580
1769725436.572720,99.590
1769725436.600993,99.580
1769725436.630097,99.580
1769725436.658748,99.580
1769725436.686975,99.570
1769725436.715490,99.580
1769725436.740654,99.580
1769725436.768440,99.570
1769725436.798193,99.580
1769725436.826849,99.580
1769725436.855319,99.580
1769725436.884325,99.580
1769725436.912775,99.580
1769725436.941170,99.580
1769725436.969519,99.570
1769725436.998014,99.580
1769725437.023319,99.590
1769725437.051361,99.580
1769725437.080413,99.580
1769725437.109596,99.580
1769725437.137504,99.580
1769725437.166317,99.580
1769725437.195328,99.570
1769725437.224297,99.580
1769725437.252378,99.580
1769725437.280006,99.580
1769725437.305729,99.580
1769725437.334062,99.580
1769725437.362924,99.580
1769725437.391876,99.570
1769725437.420585,99.580
1769725437.450537,99.580
1769725437.477531,99.580
1769725437.506531,99.590
1769725437.535724,99.590
1769725437.563546,99.580
1769725437.588521,99.580
1769725437.617551,99.590
1769725437.645626,99.570
1769725437.675513,99.570
1769725437.703722,99.570
1769725437.731470,99.590
1769725437.761017,99.580
1769725437.788850,99.580
1769725437.817453,99.570
1769725437.846525,99.580
1769725437.871031,99.580
1769725437.901015,99.570
1769725437.929049,99.580
1769725437.957267,99.580
1769725437.986610,99.590
1769725438.014214,99.580
1769725438.043118,99.570
1769725438.072263,99.580
1769725438.100437,99.590
1769725438.129513,99.580
1769725438.154205,99.580
1769725438.182716,99.580
1769725438.211290,99.560
1769725438.239492,99.580
1769725438.269358,99.580
1769725438.297402,99.580
1769725438.325746,99.580
1769725439.533536,99.560
1769725439.563003,99.570
1769725439.590735,99.560
1769725439.615440,99.580
1769725439.644662,99.570
1769725439.673198,99.580
1769725439.703194,99.570
1769725439.730859,99.580
1769725439.759782,99.580
1769725439.788742,99.570
1769725439.817776,99.570
1769725439.845913,99.590
1769725439.873684,99.580
1769725439.898702,99.570
1769725439.927721,99.580
1769725439.955498,99.580
1769725439.984500,99.580
1769725440.013502,99.570
1769725440.042607,99.580
1769725440.070907,99.580
1769725440.099873,99.580
1769725440.127864,99.570
1769725440.156841,99.580
1769725440.181878,99.580
1769725440.209860,99.580
1769725440.238839,99.570
1769725440.268449,99.600
1769725440.296092,99.580
1769725440.325255,99.580
1769725440.353781,99.580
1769725440.381817,99.580
1769725440.411017,99.580
1769725440.439116,99.570
1769725440.464575,99.570
1769725440.493076,99.580
1769725440.521092,99.580
1769725440.551110,99.580
1769725440.578995,99.580
1769725440.607371,99.580
1769725440.637293,99.570
1769725440.664944,99.580
1769725440.693877,99.570
1769725440.722385,99.570
1769725440.746784,99.580
1769725440.775362,99.570
1769725440.804801,99.580
1769725440.833750,99.570
1769725440.861490,99.570
1769725440.890596,99.580
1769725440.919324,99.570
1769725440.947616,99.570
1769725440.975879,99.580
1769725441.004750,99.580
1769725441.029314,99.580
1769725441.057948,99.570
1769725441.087604,99.580
1769725441.115604,99.580
1769725441.143609,99.580
1769725441.173166,99.570
1769725441.202180,99.580
1769725441.229719,99.580
1769725441.258744,99.580
1769725441.287621,99.580
1769725441.312616,99.580
1769725441.340839,99.570
1769725441.368910,99.580
1769725441.397637,99.590
1769725441.426832,99.580
1769725441.455765,99.570
1769725441.484502,99.580
1769725441.512871,99.580
1769725441.541524,99.580
1769725441.570096,99.580
1769725441.595032,99.570
1769725441.622829,99.570
1769725441.652721,99.580
1769725441.681500,99.580
1769725441.710488,99.570
1769725441.738457,99.580
1769725441.767949,99.580
1769725441.795961,99.580
1769725441.823946,99.580
1769725441.852973,99.580
1769725441.877656,99.580
1769725441.906657,99.580
1769725441.934820,99.580
1769725441.963709,99.570
1769725441.991639,99.570
1769725442.020361,99.580
1769725442.049407,99.580
1769725442.078393,99.590
1769725442.106697,99.590
1769725442.135409,99.580
1769725442.160321,99.570
1769725442.188739,99.570
1769725442.218130,99.580
1769725442.246250,99.580
1769725442.274744,99.580
1769725442.303613,99.580
1769725442.332608,99.570
1769725442.360509,99.570
1769725442.389130,99.580
1769725442.417445,99.570
1769725442.446626,99.580
1769725442.471717,99.580
1769725442.499819,99.570
1769725442.529238,99.580
1769725442.557755,99.580
1769725442.586060,99.580
1769725442.615068,99.580
1769725442.643238,99.580
1769725442.671504,99.580
1769725442.701514,99.580
1769725442.729522,99.570
1769725442.754560,99.580
1769725442.783271,99.570
1769725442.811870,99.570
1769725442.839974,99.580
1769725442.870365,99.580
1769725442.897341,99.570
1769725442.926341,99.580
1769725442.954470,99.570
1769725442.983376,99.570
1769725443.011341,99.570
1769725443.036114,99.570
1769725443.065022,99.570
1769725443.094348,99.570
1769725443.122424,99.570
1769725443.151570,99.580
1769725443.180397,99.570
1769725443.209377,99.570
1769725443.237506,99.580
1769725443.265871,99.570
1769725443.294781,99.580
1769725443.319790,99.580
1769725443.348031,99.570
1769725443.376177,99.580
1769725443.405410,99.570
1769725443.435366,99.570
1769725443.463308,99.570
1769725443.491252,99.560
1769725443.520262,99.570
1769725443.549105,99.580
1769725443.577544,99.570
1769725443.602418,99.570
1769725443.630412,99.580
1769725443.659522,99.570
1769725443.687968,99.580
1769725443.716745,99.570
1769725443.745450,99.570
1769725443.774214,99.570
1769725443.802196,99.560
1769725443.831033,99.570
1769725443.859238,99.580
1769725443.885064,99.580
1769725443.913913,99.580
1769725443.942918,99.570
1769725443.971130,99.570
1769725444.000080,99.570
1769725444.027937,99.580
1769725444.056457,99.580
1769725444.085622,99.570
1769725444.113769,99.580
1769725444.141619,99.580
1769725444.168028,99.580
1769725444.196107,99.580
1769725444.225030,99.570
1769725444.253523,99.570
1769725444.282249,99.580
1769725444.311282,99.570
1769725444.339250,99.570
1769725444.367857,99.580
1769725444.397122,99.580
1769725444.425516,99.580
1769725444.450648,99.580
1769725444.479417,99.580
1769725444.507417,99.570
1769725444.536881,99.580
1769725444.564935,99.580
1769725444.593485,99.580
1769725444.621957,99.570
1769725444.651892,99.570
1769725444.678814,99.580
1769725444.708164,99.580
1769725444.732695,99.570
1769725444.761645,99.570
1769725444.789994,99.580
1769725444.819021,99.570
1769725444.846754,99.570
1769725444.876313,99.570
1769725444.904317,99.570
1769725444.933350,99.590
1769725444.962083,99.570
1769725444.990671,99.580
1769725445.015614,99.570
1769725445.043787,99.570
1769725445.072490,99.570
1769725445.102299,99.570
1769725445.130503,99.570
1769725445.158645,99.560
1769725445.187970,99.560
1769725445.215304,99.570
1769725445.244659,99.570
1769725445.273497,99.580
1769725445.297493,99.570
1769725445.326915,99.580
1769725445.355011,99.580
1769725445.384289,99.570
1769725445.411822,99.570
1769725445.441128,99.580
1769725445.469937,99.570
1769725445.497953,99.570
1769725445.527078,99.570
1769725445.555174,99.570
1769725445.580422,99.580
1769725445.609083,99.580
1769725445.638079,99.570
1769725445.666615,99.580
1769725445.695903,99.580
1769725445.724220,99.580
1769725445.752750,99.570
1769725445.781326,99.570
1769725445.809438,99.560
1769725445.838233,99.570
1769725445.862721,99.570
1769725445.891970,99.570
1769725445.920910,99.580
1769725445.949232,99.570
1769725445.977323,99.560
1769725446.006126,99.570
1769725446.035509,99.570
1769725446.063981,99.570
1769725446.092269,99.570
1769725446.121363,99.570
1769725446.145792,99.560
1769725446.174729,99.570
1769725446.203404,99.570
1769725446.231454,99.560
1769725446.260921,99.570
1769725446.289673,99.560
1769725446.318487,99.580
1769725446.346320,99.570
1769725446.375261,99.570
1769725446.403916,99.570
1769725446.427900,99.560
1769725446.457031,99.550
1769725446.485679,99.560
1769725446.514575,99.580
1769725446.543241,99.570
1769725446.572024,99.570
1769725446.600234,99.570
1769725446.629028,99.570
1769725446.657857,99.580
1769725446.686750,99.560
1769725446.710862,99.580
1769725446.739901,99.570
1769725446.769312,99.570
1769725446.798517,99.580
1769725446.826515,99.560
1769725446.854628,99.570
1769725446.883369,99.570
1769725446.911384,99.570
1769725446.941378,99.570
1769725446.968470,99.560
1769725446.993957,99.570
1769725447.022959,99.570
1769725447.050966,99.570
1769725447.080214,99.580
1769725447.108590,99.580
1769725447.137875,99.580
1769725447.165653,99.570
1769725447.194769,99.570
1769725447.223813,99.570
1769725447.251814,99.590
1769725447.276682,99.560
1769725447.305693,99.580
1769725447.333718,99.570
1769725447.362808,99.580
1769725447.391544,99.570
1769725447.420550,99.580
1769725447.447749,99.580
1769725447.476909,99.560
1769725447.505913,99.560
1769725447.534810,99.580
1769725447.562517,99.570
1769725447.587529,99.570
1769725447.616448,99.580
1769725447.645378,99.580
1769725447.673732,99.570
1769725447.702431,99.570
1769725447.731023,99.580
1769725447.760107,99.570
1769725447.788912,99.570
1769725447.817472,99.570
1769725447.842497,99.580
1769725447.870286,99.560
1769725447.899288,99.570
1769725447.927300,99.570
1769725447.956407,99.560
1769725447.986134,99.570
1769725448.014135,99.560
1769725448.042142,99.580
1769725448.070985,99.570
1769725448.099987,99.580
1769725448.127879,99.580
1769725448.152892,99.560
1769725448.181854,99.560
1769725448.210854,99.570
1769725448.238835,99.570
1769725448.267826,99.550
1769725448.296133,99.570
1769725448.326129,99.570
1769725448.354373,99.560
1769725448.382558,99.570
1769725448.411384,99.560
1769725448.435366,99.560
1769725448.464546,99.550
1769725448.493692,99.560
1769725448.521701,99.550
1769725448.551480,99.570
1769725448.580300,99.570
1769725448.608301,99.570
1769725448.636308,99.570
1769725448.665406,99.570
1769725448.693168,99.570
1769725448.719167,99.580
1769725448.748167,99.570
1769725448.776017,99.580
1769725448.805006,99.570
1769725448.833011,99.580
1769725448.862162,99.570
1769725448.890836,99.570
1769725448.917897,99.570
1769725448.947190,99.580
1769725448.976056,99.570
1769725449.002053,99.570
1769725449.030069,99.570
1769725449.058347,99.570
1769725449.087156,99.580
1769725449.116108,99.570
1769725449.144259,99.570
1769725449.173275,99.580
1769725449.202280,99.570
1769725449.230256,99.570
1769725449.258739,99.580
1769725449.284165,99.570
1769725449.312780,99.570
1769725449.341782,99.570
1769725449.370894,99.580
1769725449.399650,99.570
1769725449.426614,99.580
1769725449.455643,99.580
1769725449.484332,99.570
1769725449.513241,99.570
1769725449.542234,99.570
1769725449.567356,99.570
1769725449.595119,99.570
1769725449.623611,99.560
1769725449.652714,99.560
1769725449.681540,99.570
1769725449.710550,99.560
1769725449.738545,99.560
1769725449.767667,99.570
1769725449.796201,99.570
1769725449.824226,99.570
1769725449.849153,99.560
1769725449.878902,99.570
1769725449.905888,99.570
1769725449.935914,99.570
1769725449.964024,99.570
1769725449.992349,99.570
1769725450.021007,99.570
1769725450.049956,99.570
1769725450.078531,99.570
1769725450.106591,99.570
1769725450.131641,99.570
1769725450.160648,99.570
1769725450.189370,99.580
1769725450.217252,99.580
1769725450.246287,99.570
1769725450.274909,99.570
1769725450.304022,99.570
1769725450.333025,99.580
1769725450.361147,99.580
1769725450.389931,99.570
1769725450.413638,99.570
1769725450.442636,99.570
1769725450.471659,99.560
1769725450.500291,99.570
1769725450.529460,99.570
1769725450.558059,99.570
1769725450.586828,99.560
1769725450.614854,99.570
1769725450.643441,99.570
1769725450.672278,99.570
1769725450.697411,99.570
1769725450.725967,99.570
1769725450.754393,99.570
1769725450.783070,99.570
1769725450.811198,99.570
1769725450.840508,99.560
1769725450.869033,99.570
1769725450.897315,99.570
1769725450.926413,99.580
1769725450.954319,99.570
1769725450.982835,99.580
1769725451.007909,99.580
1769725451.036728,99.580
1769725451.066010,99.580
1769725451.094413,99.580
1769725451.123113,99.570
1769725451.152001,99.580
1769725451.179941,99.570
1769725451.209021,99.570
1769725451.237927,99.560
1769725451.266758,99.570
1769725451.291553,99.570
1769725451.319561,99.580
1769725451.348553,99.570
1769725451.377426,99.570
1769725451.405324,99.570
1769725451.435430,99.570
1769725451.463421,99.580
1769725451.492238,99.570
1769725451.520412,99.560
1769725451.548723,99.570
1769725451.574346,99.580
1769725451.603129,99.570
1769725451.631187,99.570
1769725451.660053,99.570
1769725451.688820,99.570
1769725451.716912,99.570
1769725451.745632,99.580
1769725451.775757,99.570
1769725451.803782,99.570
1769725451.831739,99.570
1769725451.855787,99.570
1769725451.885595,99.570
1769725451.913492,99.560
1769725451.942593,99.560
1769725451.971707,99.560
1769725451.999449,99.570
1769725452.028442,99.570
1769725452.057427,99.570
1769725452.086226,99.560
1769725452.114214,99.570
1769725452.139238,99.560
1769725452.168365,99.570
1769725452.196653,99.570
1769725452.225603,99.560
1769725452.254604,99.570
1769725452.283135,99.580
1769725452.311337,99.560
1769725452.339426,99.570
1769725452.368101,99.560
1769725452.397107,99.560
1769725452.422104,99.570
1769725452.451100,99.560
1769725452.479223,99.570
1769725452.507342,99.570
1769725452.537330,99.570
1769725452.565499,99.580
1769725452.594132,99.580
1769725452.623128,99.560
1769725452.651155,99.570
1769725452.679844,99.570
1769725452.704977,99.570
1769725452.733178,99.570
1769725452.761675,99.570
1769725452.790301,99.570
1769725452.819464,99.570
1769725452.848258,99.570
1769725452.876798,99.560
1769725452.904394,99.570
1769725452.933331,99.560
1769725452.962299,99.570
1769725452.987283,99.560
1769725453.015931,99.570
1769725453.044849,99.570
1769725453.072968,99.560
1769725453.102829,99.570
1769725453.130829,99.560
1769725453.158339,99.570
1769725453.188253,99.560
1769725453.216266,99.560
1769725453.245269,99.560
1769725453.270429,99.570
1769725453.299219,99.560
1769725453.327195,99.550
1769725453.356189,99.560
1769725453.384038,99.570
1769725453.413111,99.560
1769725453.442075,99.570
1769725453.470241,99.560
1769725453.499291,99.560
1769725453.527414,99.560
1769725453.555330,99.570
1769725453.580106,99.560
1769725453.609896,99.560
1769725453.639008,99.560
1769725453.667386,99.560
1769725453.695279,99.560
1769725453.725353,99.560
1769725453.753383,99.560
1769725453.781528,99.560
1769725453.810194,99.560
1769725453.839103,99.550
1769725453.864176,99.580
1769725453.892016,99.560
1769725453.921017,99.560
1769725453.950013,99.570
1769725453.978057,99.560
1769725454.007875,99.560
1769725454.036863,99.560
1769725454.063856,99.570
1769725454.093605,99.560
1769725454.121606,99.560
1769725454.146606,99.570
1769725454.175720,99.570
1769725454.204370,99.570
1769725454.233383,99.560
1769725454.261369,99.560
1769725454.290231,99.570
1769725454.319221,99.570
1769725454.347229,99.560
1769725454.375046,99.570
1769725454.404027,99.570
1769725454.428951,99.570
1769725454.458006,99.570
1769725454.486655,99.560
1769725454.515150,99.570
1769725454.544155,99.560
1769725454.572729,99.560
1769725454.601243,99.550
1769725454.629255,99.570
1769725454.658250,99.560
1769725454.687001,99.560
1769725454.711015,99.570
1769725454.740036,99.570
1769725454.770022,99.570
1769725454.797494,99.570
1769725454.826435,99.560
1769725454.855403,99.570
1769725454.883862,99.560
1769725454.912508,99.570
1769725454.940347,99.570
1769725454.969571,99.560
1769725454.994381,99.570
1769725455.022751,99.560
1769725455.051712,99.570
1769725455.080089,99.550
1769725455.108751,99.560
1769725455.137697,99.570
1769725455.166256,99.560
1769725455.195057,99.570
1769725455.224058,99.570
1769725455.252070,99.550
1769725455.277192,99.560
1769725455.305990,99.550
1769725455.335030,99.560
1769725455.363035,99.560
1769725455.391902,99.560
1769725455.420921,99.560
1769725455.448921,99.560
1769725455.476954,99.550
1769725455.505845,99.560
1769725455.534819,99.560
1769725455.559872,99.570
1769725455.588574,99.560
1769725455.617128,99.560
1769725455.645155,99.570
1769725455.674329,99.570
1769725455.703115,99.570
1769725455.731370,99.560
1769725455.760209,99.560
1769725455.788249,99.570
1769725455.817996,99.560
1769725455.841964,99.570
1769725455.871681,99.570
1769725455.899612,99.570
1769725455.928518,99.570
1769725455.958164,99.570
1769725455.985498,99.550
1769725456.015012,99.570
1769725456.043055,99.570
1769725456.072011,99.570
1769725456.100663,99.560
1769725456.124619,99.560
1769725456.154232,99.560
1769725456.182907,99.560
1769725456.211461,99.560
1769725456.239980,99.560
1769725456.268965,99.560
1769725456.297397,99.560
1769725456.325454,99.560
1769725456.354378,99.560
1769725456.382922,99.560
1769725456.407312,99.560
1769725456.437234,99.560
1769725456.465207,99.560
1769725456.493282,99.560
1769725456.521966,99.560
1769725456.550986,99.570
1769725456.579516,99.560
1769725456.608167,99.560
1769725456.637041,99.570
1769725456.665129,99.560
1769725456.689961,99.570
1769725456.718652,99.570
1769725456.747406,99.570
1769725456.776551,99.570
1769725456.806529,99.560
1769725456.833678,99.560
1769725456.862727,99.570
1769725456.891361,99.560
1769725456.920385,99.560
1769725456.948375,99.560
1769725456.975652,99.570
1769725457.000861,99.560
1769725457.030424,99.570
1769725457.058509,99.570
1769725457.088541,99.570
1769725457.116212,99.570
1769725457.144847,99.570
1769725457.173801,99.570
1769725457.201686,99.560
1769725457.230613,99.560
1769725457.259151,99.560
1769725457.284068,99.570
1769725457.312631,99.560
1769725457.341274,99.560
1769725457.370303,99.570
1769725457.398606,99.560
1769725457.427626,99.560
1769725457.456173,99.560
1769725457.485350,99.560
1769725457.513090,99.560
1769725457.542336,99.560
1769725457.567198,99.570
1769725457.595057,99.570
1769725457.625222,99.570
1769725457.654078,99.560
1769725457.682510,99.570
1769725457.710395,99.570
1769725457.739360,99.560
1769725457.767576,99.570
1769725457.795963,99.560
1769725457.824891,99.560
1769725457.849910,99.570
1769725457.877962,99.580
1769725457.907664,99.560
1769725457.935615,99.560
1769725457.964821,99.570
1769725457.992118,99.560
1769725458.022151,99.570
1769725458.049567,99.560
1769725458.078757,99.570
1769725458.107262,99.560
1769725458.132316,99.560
1769725458.160857,99.570
1769725458.189727,99.570
1769725458.218272,99.560
1769725458.247479,99.580
1769725458.275609,99.560
1769725458.304987,99.560
1769725458.333179,99.570
1769725458.361424,99.560
1769725458.390386,99.550
1769725458.414568,99.570
1769725458.443133,99.560
1769725458.471201,99.560
1769725458.500881,99.560
1769725458.529275,99.560
1769725458.557897,99.560
1769725458.587125,99.570
1769725458.615343,99.570
1769725458.643703,99.560
1769725458.672504,99.570
1769725458.700632,99.560
1769725458.725963,99.560
1769725458.755024,99.560
1769725458.783892,99.550
1769725458.811792,99.570
1769725458.840838,99.560
1769725458.868935,99.560
1769725458.898113,99.560
1769725458.926749,99.560
1769725458.954340,99.560
1769725458.983878,99.560
1769725459.008444,99.560
1769725459.036788,99.550
1769725459.065544,99.550
1769725459.094992,99.570
1769725459.122600,99.570
1769725459.152243,99.560
1769725459.180503,99.560
1769725459.208999,99.560
1769725459.237456,99.560
1769725459.266403,99.560
1769725459.291515,99.560
1769725459.319463,99.560
1769725459.348222,99.560
1769725459.377642,99.560
1769725459.405774,99.560
1769725459.435039,99.570
1769725459.462844,99.560
1769725459.492358,99.560
1769725459.520282,99.560
1769725459.549196,99.570
1769725459.573468,99.570
1769725459.602950,99.560
1769725459.631705,99.550
1769725459.659942,99.550
1769725459.688914,99.550
1769725459.717693,99.550
1769725459.745644,99.560
1769725459.775016,99.560
1769725459.802865,99.550
1769725459.831736,99.560
1769725459.860091,99.560
1769725459.885228,99.550
1769725459.914047,99.550
1769725459.943014,99.550
1769725459.971565,99.560
1769725460.000556,99.560
1769725460.029534,99.560
1769725460.057662,99.560
1769725460.086013,99.560
1769725460.114913,99.560
1769725460.142890,99.560
1769725460.167878,99.560
1769725460.196938,99.570
1769725460.225710,99.550
1769725460.254738,99.550
1769725460.283200,99.560
1769725460.311532,99.560
1769725460.340718,99.560
1769725460.368623,99.570
1769725460.397450,99.550
1769725460.425464,99.560
1769725460.449944,99.560
1769725460.479091,99.560
1769725460.507909,99.580
1769725460.537933,99.560
1769725460.565459,99.560
1769725460.594139,99.550
1769725460.622918,99.560
1769725460.651936,99.560
1769725460.679902,99.550
1769725460.708755,99.550
1769725460.733812,99.560
1769725460.762811,99.550
1769725460.790888,99.560
1769725460.819728,99.560
1769725460.848814,99.560
1769725460.876676,99.550
1769725460.905543,99.560
1769725460.934396,99.550
1769725460.962106,99.560
1769725460.991362,99.560
1769725461.015503,99.560
1769725461.044046,99.550
1769725461.073402,99.560
1769725461.102214,99.560
1769725461.130457,99.560
1769725461.159050,99.560
1769725461.187775,99.560
1769725461.216328,99.560
1769725461.245124,99.560
